subject_id,practice_trial,trial,transition,reward,choice_1,choice_2,rt_1,rt_2,state
sub1,real,107,common,1,2,2,330.1349999383092,685.7799999415874,3
sub1,real,108,common,1,1,2,408.0650000832975,500.9700001683086,2
sub1,real,109,rare,1,1,2,32.06499991938472,420.7349999342114,3
sub1,real,110,common,1,1,2,432.2150000371039,292.45500010438263,2
sub1,real,111,common,1,1,2,599.3500000331551,399.7349999845028,2
sub1,real,112,common,0,2,2,347.97500004060566,329.76000010967255,3
sub1,real,113,rare,1,1,2,103.39999990537763,594.8699999134988,3
sub1,real,114,common,0,1,2,21.004999987781048,286.3000000361353,2
sub1,real,115,rare,1,1,2,364.50499994680285,467.65999984927475,3
sub1,real,116,common,0,2,2,175.64000003039837,437.7599998842925,3
sub1,real,117,common,1,1,2,358.38000010699034,354.4099999126047,2
sub1,real,118,common,1,1,2,249.99499996192753,458.3000000566244,2
sub1,real,119,common,0,1,2,241.6699999012053,455.13000013306737,2
sub1,real,120,common,1,2,2,387.73999991826713,308.07500006631017,3
sub1,real,121,rare,1,2,2,262.6600000075996,506.98999990709126,2
sub1,real,122,common,1,1,2,240.385000128299,322.87999987602234,2
sub1,real,123,common,0,1,2,35.74500000104308,406.2650001142174,2
sub1,real,124,common,0,2,2,2672.9749999940395,955.0999999046326,3
sub1,real,125,common,1,1,2,100.31500016339123,376.09999999403954,2
sub1,real,126,common,0,1,2,257.54000013694167,269.7550000157207,2
sub1,real,127,common,1,1,2,251.70000013895333,405.9199998155236,2
sub1,real,128,common,0,1,2,321.54500018805265,392.2749999910593,2
sub1,real,129,common,0,2,2,355.9900000691414,493.11999999918044,3
sub1,real,130,common,0,1,2,716.3400000426918,269.20000021345913,2
sub1,real,131,rare,1,2,2,283.34500011987984,546.0399999283254,2
sub1,real,132,common,1,1,2,836.7550000548363,466.4749999064952,2
sub1,real,133,rare,0,1,2,933.2449999637902,509.3549999874085,3
sub1,real,134,common,1,1,2,674.2749998811632,572.3549998365343,2
sub1,real,135,common,1,1,2,466.1699999123812,443.37500003166497,2
sub1,real,136,common,1,1,2,555.7900001294911,364.9450000375509,2
sub1,real,137,common,0,1,2,453.0750000849366,584.7199999261647,2
sub1,real,138,common,0,2,2,282.20999985933304,791.7750000488013,3
sub1,real,139,common,1,1,2,167.79499989934266,435.6499998830259,2
sub1,real,140,common,1,1,2,256.1149999964982,387.8850000910461,2
sub1,real,141,common,1,1,2,280.765000032261,341.0750001203269,2
sub1,real,142,common,1,1,2,345.1549999881536,449.54499998129904,2
sub1,real,143,common,1,1,2,225.0700001604855,385.63999999314547,2
sub1,real,144,common,1,1,2,294.06500002369285,469.1200000233948,2
sub1,real,145,rare,0,1,2,393.03999999538064,890.2499999385327,3
sub1,real,146,common,1,1,2,10.590000078082085,446.95000001229346,2
sub1,real,147,common,0,1,2,259.97999985702336,410.4349999688566,2
sub1,real,148,common,1,1,2,210.02999995835125,536.324999993667,2
sub1,real,149,common,0,1,2,292.8299999330193,383.05499986745417,2
sub1,real,150,rare,1,2,2,267.4899999983609,458.1400000024587,2
sub1,real,151,common,1,1,2,524.0299999713898,296.875,2
sub1,real,152,rare,0,1,2,235.0699999369681,364.5599998999387,3
sub1,real,153,rare,1,1,2,189.09500003792346,372.0549999270588,3
sub1,real,154,common,1,1,2,262.97500007785857,458.56000017374754,2
sub1,real,155,common,0,1,2,301.1100001167506,595.90999991633,2
sub1,real,156,rare,0,1,2,325.7200000807643,401.5949999447912,3
sub1,real,157,common,1,2,2,370.3950000926852,493.8149999361485,3
sub1,real,158,common,0,1,2,2530.385000165552,437.6499999780208,2
sub1,real,159,rare,1,2,2,251.15999998524785,394.7950000874698,2
sub1,real,160,rare,1,1,2,289.8399999830872,699.1500000003725,3
sub1,real,161,common,0,2,2,385.5050001293421,1097.6099998224527,3
sub1,real,162,rare,1,1,2,292.6149999257177,372.535000089556,3
sub1,real,163,common,0,1,2,1137.8200000617653,539.5850001368672,2
sub1,real,164,rare,1,1,2,665.2799998410046,319.04500001110137,3
sub1,real,165,common,1,1,2,606.2149999197572,1572.1899999771267,2
sub1,real,166,common,1,2,2,545.1950000133365,663.4649999905378,3
sub1,real,167,common,1,2,2,253.09500005096197,286.894999910146,3
sub1,real,168,common,0,2,2,268.489999929443,427.6699998881668,3
sub1,real,169,common,0,1,2,273.3299999963492,350.61000008136034,2
sub1,real,170,common,1,2,2,292.54000005312264,318.6300001107156,3
sub1,real,171,rare,0,2,2,277.0649997983128,458.0399999395013,2
sub1,real,172,common,0,2,2,247.96499987132847,361.9399999734014,3
sub1,real,173,rare,1,2,2,338.32000009715557,362.5399998854846,2
sub1,real,174,common,1,1,2,48.7750000320375,412.2000001370907,2
sub1,real,175,common,0,1,2,346.43000015057623,548.6799997743219,2
sub1,real,176,common,1,2,2,273.6949999816716,390.7149999868125,3
sub1,real,177,common,1,2,2,261.5800001658499,429.2099999729544,3
sub1,real,178,common,0,2,2,348.255000077188,380.1750000566244,3
sub1,real,179,common,0,1,2,321.50500011630356,344.76500004529953,2
sub1,real,180,common,1,2,2,349.54000008292496,411.42000001855195,3
sub1,real,181,common,1,2,2,201.42500009387732,388.9250000938773,3
sub1,real,182,rare,1,2,2,362.4299999792129,493.59999992884696,2
sub1,real,183,common,1,2,2,329.4899999164045,688.9800000935793,3
sub1,real,184,common,1,2,2,298.4849999193102,347.5050001870841,3
sub1,real,185,common,0,2,2,449.5500000193715,496.1450002156198,3
sub1,real,186,rare,0,1,2,363.9549999497831,352.0800000987947,3
sub1,real,187,common,1,1,2,359.94999995455146,461.57000004313886,2
sub1,real,188,common,1,1,2,319.78000001981854,468.9100000541657,2
sub1,real,189,common,0,1,2,378.8250000216067,518.7900001183152,2
sub1,real,190,common,0,2,2,522.2950000315905,560.4650001041591,3
sub1,real,191,rare,0,2,2,382.3450000490993,395.7499999087304,2
sub1,real,192,common,0,1,2,331.3400000333786,407.24000008776784,2
sub1,real,193,common,1,2,2,458.1349999643862,305.74500001966953,3
sub1,real,194,rare,0,2,2,234.95499999262393,288.8599999714643,2
sub1,real,195,common,0,2,2,291.884999955073,467.475000070408,3
sub1,real,196,common,1,1,1,200.1449998933822,249.79500006884336,2
sub1,real,197,rare,1,1,1,279.08500004559755,373.58999997377396,3
sub1,real,198,common,1,1,1,51.02499993517995,362.1300000231713,2
sub1,real,199,rare,0,1,1,411.5300001576543,631.3000000081956,3
sub1,real,200,common,0,1,1,268.8300001900643,420.21000012755394,2
sub10,real,1,common,0,2,1,1992.9999999585561,1931.4049999811687,3
sub10,real,2,common,1,2,2,762.7499999944121,1203.754999965895,3
sub10,real,3,common,0,1,1,750.0200000358745,1319.5399999967776,2
sub10,real,4,common,1,1,2,670.6549999653362,1023.1000000494532,2
sub10,real,5,common,1,1,2,942.1050000237301,687.6800000318326,2
sub10,real,6,common,1,2,2,601.0050000040792,868.4900000225753,3
sub10,real,7,common,1,1,2,580.8299999916926,659.734999993816,2
sub10,real,8,common,1,2,2,586.3949999911711,801.5049999812618,3
sub10,real,9,rare,0,2,2,800.725000037346,1659.3700000084937,2
sub10,real,10,common,1,1,2,724.1700000013225,862.8649999736808,2
sub10,real,11,rare,0,2,1,902.8849999886006,3238.8450000435114,2
sub10,real,12,common,1,1,1,433.90999996336177,917.4249999923632,2
sub10,real,13,common,1,2,2,605.2949999575503,558.7750000413507,3
sub10,real,14,common,1,1,2,1105.2949999575503,522.1350000356324,2
sub10,real,15,rare,1,2,1,468.13499997369945,1722.4449999630451,2
sub10,real,16,common,0,1,2,554.5249999850057,1993.6849999940023,2
sub10,real,17,common,0,2,2,452.980000001844,745.4649999854155,3
sub10,real,18,common,1,1,1,649.0350000094622,601.0750000132248,2
sub10,real,19,rare,1,2,1,600.4599999869242,951.3949999818578,2
sub10,real,20,common,1,2,2,1687.4199999729171,503.9799999794923,3
sub10,real,21,rare,1,1,1,518.4100000187755,1496.3749999878928,3
sub10,real,22,common,0,1,1,895.9000000031665,767.6199999987148,2
sub10,real,23,common,1,1,2,943.2600000291131,665.7899999991059,2
sub10,real,24,rare,0,2,1,461.07999997911975,963.1899999803863,2
sub10,real,25,common,0,2,2,945.2349999919534,755.170000018552,3
sub10,real,26,common,1,1,1,626.5250000287779,1123.665000020992,2
sub10,real,27,common,1,2,1,546.4650000212714,609.1050000395626,3
sub10,real,28,rare,0,1,1,573.1050000176765,411.68499999912456,3
sub10,real,29,common,1,2,1,57.28499998804182,947.6900000008754,3
sub10,real,30,rare,1,1,1,757.210000010673,514.8549999576062,3
sub10,real,31,rare,0,2,1,677.3350000148639,791.1849999800324,2
sub10,real,32,common,0,1,1,1475.1450000330806,1416.8599999975413,2
sub10,real,33,common,1,1,2,513.6599999968894,441.89000001642853,2
sub10,real,34,common,1,2,2,584.8600000026636,476.03499999968335,3
sub10,real,35,common,0,1,2,427.2800000035204,564.7949999547563,2
sub10,real,36,common,1,2,2,503.52500000735745,619.1150000086054,3
sub10,real,37,common,0,1,1,547.8250000160187,572.0749999745749,2
sub10,real,38,rare,1,1,2,667.955000011716,657.5300000258721,3
sub10,real,39,common,1,1,2,605.9099999838509,583.9799999957904,2
sub10,real,40,rare,0,2,2,1585.2799999993294,468.85999996447936,2
sub10,real,41,common,1,2,2,750.9849999914877,437.73000000510365,3
sub10,real,42,rare,1,2,2,419.4650000426918,809.3950000475161,2
sub10,real,43,common,0,2,2,704.2749999673106,571.4300000108778,3
sub10,real,44,rare,1,1,2,592.5050000078045,898.9700000383891,3
sub10,real,45,common,1,2,2,671.8000000109896,597.0799999777228,3
sub10,real,46,common,1,2,2,864.9549999972805,892.2100000199862,3
sub10,real,47,common,1,1,2,582.6250000391155,472.1399999689311,2
sub10,real,48,rare,1,2,2,533.7750000180677,898.064999957569,2
sub10,real,49,common,1,1,2,497.77000001631677,956.2249999726191,2
sub10,real,50,common,1,2,2,346.1999999708496,504.88000002224,3
sub10,real,51,common,0,1,1,1401.804999972228,1096.384999982547,2
sub10,real,52,common,1,1,2,512.3749999911524,587.9149999818765,2
sub10,real,53,common,0,2,1,668.6399999889545,549.7750000213273,3
sub10,real,54,common,1,2,2,490.9500000067055,453.0699999886565,3
sub10,real,55,common,1,2,2,590.7550000119954,417.49000002164394,3
sub10,real,56,common,1,1,2,638.7250000261702,615.6649999902584,2
sub10,real,57,common,0,2,2,500.5300000193529,519.2650000099093,3
sub10,real,58,common,1,1,2,382.1150000439957,1213.6049999971874,2
sub10,real,59,common,1,2,1,1672.77499998454,1364.5350000006147,3
sub10,real,60,rare,0,1,1,1511.2349999835715,1301.4749999856576,3
sub10,real,61,common,1,2,1,1265.590000024531,621.1550000007264,3
sub10,real,62,common,1,1,2,1404.7000000136904,1235.4449999984354,2
sub10,real,63,common,0,2,1,1685.8449999708682,947.1449999837205,3
sub10,real,64,common,1,1,2,726.7850000062026,486.70000000856817,2
sub10,real,65,common,0,2,1,674.6900000143796,1169.2750000511296,3
sub10,real,66,common,1,1,2,1231.2650000094436,632.7550000278279,2
sub10,real,67,rare,1,2,2,442.8150000167079,779.4149999972433,2
sub10,real,68,rare,1,1,2,1128.995000035502,1493.799999996554,3
sub10,real,69,common,0,2,2,1428.9950000238605,1341.4149999734946,3
sub10,real,70,common,1,2,2,956.3600000110455,1364.8599999723956,3
sub10,real,71,common,0,2,1,2587.3849999625236,2054.9299999838695,3
sub10,real,72,common,1,2,2,2392.6800000481308,1250.9299999801442,3
sub10,real,73,common,0,1,2,1658.3899999968708,2241.9649999937974,2
sub10,real,74,common,0,2,1,1759.4399999943562,1403.4400000236928,3
sub10,real,75,common,1,2,2,1322.9799999971874,420.40000000270084,3
sub10,real,76,common,0,1,2,474.2499999701977,469.36500002630055,2
sub10,real,77,rare,0,1,2,462.59000001009554,1204.6050000353716,3
sub10,real,78,rare,0,1,1,558.0349999945611,1118.9800000283867,3
sub10,real,79,common,1,1,1,467.60500001255423,734.2600000556558,2
sub10,real,80,common,1,2,1,763.0450000287965,635.0000000093132,3
sub10,real,81,rare,0,1,1,480.0449999747798,599.3250000174157,3
sub10,real,82,common,1,1,1,662.6200000173412,800.5949999787845,2
sub10,real,83,common,0,2,1,551.1149999802001,652.5400000391528,3
sub10,real,84,common,1,2,2,388.9649999910034,482.9800000297837,3
sub10,real,85,common,0,1,1,562.0600000256673,456.18500001728535,2
sub10,real,86,rare,0,2,2,436.565000039991,518.5399999609217,2
sub10,real,87,common,0,2,2,687.0149999740534,598.9300000364892,3
sub10,real,88,common,1,1,1,417.37499996088445,765.3900000150315,2
sub10,real,89,rare,0,2,2,488.16000000806525,535.3400000021793,2
sub10,real,90,common,0,2,2,809.9899999797344,914.9350000079721,3
sub10,real,91,common,0,2,1,604.1349999723025,1371.5249999659136,3
sub10,real,92,rare,1,2,1,760.0349999847822,1722.7999999886379,2
sub10,real,93,rare,0,2,1,477.27000003214926,1622.090000018943,2
sub10,real,94,common,0,2,2,596.3249999913387,567.3700000043027,3
sub10,real,95,common,0,2,1,467.1749999979511,635.489999956917,3
sub10,real,96,common,0,2,2,381.56000000890344,602.6849999907427,3
sub10,real,97,common,0,2,1,660.3400000021793,426.18500004755333,3
sub10,real,98,rare,0,1,1,917.1499999938533,376.0650000185706,3
sub10,real,99,common,1,1,1,460.5699999956414,468.2499999762513,2
sub10,real,100,common,0,2,1,475.23500001989305,614.8600000306033,3
sub10,real,101,common,1,1,1,1628.8800000329502,471.94000001763925,2
sub10,real,102,common,0,1,2,465.48000001348555,483.5650000022724,2
sub10,real,103,common,1,1,1,645.8400000119582,482.86000004736707,2
sub10,real,104,rare,0,2,2,609.4699999666773,413.46999997040257,2
sub10,real,105,common,0,2,2,366.19500000961125,497.39999999292195,3
sub10,real,106,common,0,2,1,443.87999997707084,422.36500000581145,3
sub10,real,107,rare,0,2,2,467.6750000216998,453.62499996554106,2
sub10,real,108,rare,0,2,1,449.46500001242384,1215.8150000032037,2
sub10,real,109,common,0,2,1,627.390000037849,1237.3449999722652,3
sub10,real,110,rare,1,2,1,533.4550000261515,831.2399999704212,2
sub10,real,111,rare,1,2,1,578.4950000233948,897.7849999791943,2
sub10,real,112,common,1,2,2,674.8999999836087,1468.9249999937601,3
sub10,real,113,common,0,1,1,497.9499999899417,583.0100000021048,2
sub10,real,114,common,0,2,1,523.5700000193901,776.7900000326335,3
sub10,real,115,common,1,2,2,1285.0650000036694,666.1149999708869,3
sub10,real,116,common,1,1,1,519.3350000190549,467.5099999876693,2
sub10,real,117,common,1,2,2,702.7200000011362,619.6149999741465,3
sub10,real,118,common,0,1,1,450.32999996328726,485.86499999510124,2
sub10,real,119,common,1,2,2,420.4800000297837,497.92500003241,3
sub10,real,120,common,1,1,1,643.7549999682233,691.640000033658,2
sub10,real,121,rare,0,2,1,462.2249999665655,1180.4099999717437,2
sub10,real,122,common,1,2,2,830.5849999887869,1409.4849999528378,3
sub10,real,123,common,0,1,1,722.1650000428781,1455.1249999785796,2
sub10,real,124,common,0,2,2,544.0949999610893,1028.4399999654852,3
sub10,real,125,rare,1,1,1,970.5499999690801,989.8050000192598,3
sub10,real,126,rare,0,2,1,806.0849999892525,1223.7650000024587,2
sub10,real,127,rare,0,2,1,579.9750000005588,1380.524999985937,2
sub10,real,128,rare,0,1,1,1877.405000035651,1217.6149999722838,3
sub10,real,129,common,1,1,1,716.6250000009313,1194.3650000030175,2
sub10,real,130,rare,0,2,1,653.7950000492856,1300.2500000293367,2
sub10,real,131,rare,1,2,1,1060.5050000012852,883.144999970682,2
sub10,real,132,common,0,2,2,815.4499999945983,1444.5249999989755,3
sub10,real,133,common,1,1,1,795.0249999994412,892.4049999914132,2
sub10,real,134,common,0,2,2,930.7350000017323,789.3399999593385,3
sub10,real,135,rare,0,2,1,436.8949999916367,1274.12000001641,2
sub10,real,136,common,0,2,1,578.0249999952503,692.0699999900535,3
sub10,real,137,common,0,2,1,529.5599999953993,577.8000000282191,3
sub10,real,138,common,1,2,1,536.2250000471249,477.3750000167638,3
sub10,real,139,common,0,1,1,639.5200000260957,1261.949999956414,2
sub10,real,140,common,1,2,2,906.69999999227,1362.0149999624118,3
sub10,real,141,rare,1,1,2,519.365000014659,814.9649999686517,3
sub10,real,142,common,0,1,1,441.73000002047047,1217.7349999547005,2
sub10,real,143,common,0,1,1,568.8850000151433,676.1399999959394,2
sub10,real,144,rare,0,1,2,571.5849999687634,1296.9650000450201,3
sub10,real,145,common,1,1,2,581.5850000362843,511.3899999996647,2
sub10,real,146,common,1,2,1,783.0499999690801,733.7399999960326,3
sub10,real,147,rare,1,1,1,412.07999998005107,951.0250000166707,3
sub10,real,148,rare,1,1,2,605.1949999528006,963.0599999800324,3
sub10,real,149,rare,0,1,1,425.66499998793006,1280.4999999934807,3
sub10,real,150,rare,1,1,2,427.2449999698438,2189.4500000053085,3
sub10,real,151,common,1,1,1,1881.5150000154972,513.7600000016391,2
sub10,real,152,common,0,1,2,478.66500000236556,597.1649999846704,2
sub10,real,153,rare,1,1,2,436.4350000396371,1343.460000003688,3
sub10,real,154,common,1,2,1,462.9749999730848,799.959999974817,3
sub10,real,155,common,1,2,2,807.7650000341237,626.2899999856018,3
sub10,real,156,common,0,2,1,626.6449999529868,581.6750000230968,3
sub10,real,157,common,0,2,2,408.8449999690056,492.374999972526,3
sub10,real,158,rare,0,2,2,438.6850000009872,1664.310000021942,2
sub10,real,159,common,1,1,1,357.785000000149,415.86999996798113,2
sub10,real,160,rare,1,1,1,407.0699999574572,1244.3550000316463,3
sub10,real,161,common,1,1,1,826.375000004191,608.1250000279397,2
sub10,real,162,common,0,1,1,608.890000032261,591.6849999921396,2
sub10,real,163,common,1,1,2,547.7050000336021,448.4449999872595,2
sub10,real,164,common,1,2,1,403.2100000185892,475.05499998806044,3
sub10,real,165,common,0,1,2,361.06999998446554,505.63000002875924,2
sub10,real,166,rare,1,2,2,434.270000027027,996.0449999780394,2
sub10,real,167,common,0,2,1,492.4999999930151,606.6749999881722,3
sub10,real,168,rare,0,1,2,452.2399999550544,466.1049999995157,3
sub10,real,169,common,0,2,1,405.3100000019185,521.5300000272691,3
sub10,real,170,common,0,1,1,620.7099999883212,566.9000000343658,2
sub10,real,171,common,0,1,2,397.91499997954816,798.4350000042468,2
sub10,real,172,common,1,1,1,423.06500003905967,663.6050000088289,2
sub10,real,173,rare,1,2,1,346.34000004734844,1169.9899999657646,2
sub10,real,174,rare,1,2,1,389.74999997299165,900.4249999998137,2
sub10,real,175,common,0,2,2,366.80499999783933,701.4849999686703,3
sub10,real,176,common,1,2,1,353.4599999547936,487.7299999934621,3
sub10,real,177,common,0,2,1,602.2249999805354,433.1149999634363,3
sub10,real,178,rare,1,1,1,273.00499996636063,903.2400000141934,3
sub10,real,179,rare,1,1,1,359.9600000306964,557.6749999891035,3
sub10,real,180,rare,0,1,1,337.9049999639392,570.6249999930151,3
sub10,real,181,common,0,1,1,337.485000025481,584.6549999550916,2
sub10,real,182,common,0,1,2,474.26499996799976,478.049999976065,2
sub10,real,183,common,1,1,1,539.2400000127964,723.0400000116788,2
sub10,real,184,common,1,2,1,424.3600000045262,505.42500003939494,3
sub10,real,185,common,0,2,1,392.71499996539205,594.4000000017695,3
sub10,real,186,rare,1,2,1,401.5500000095926,828.3149999915622,2
sub10,real,187,rare,0,2,1,361.220000020694,746.3749999878928,2
sub10,real,188,common,0,2,1,386.15000003483146,670.685000019148,3
sub10,real,189,common,1,1,2,444.1549999755807,499.6000000392087,2
sub10,real,190,rare,1,2,2,437.15999997220933,769.0200000070035,2
sub10,real,191,common,0,1,2,380.91999996686354,457.24499999778345,2
sub10,real,192,common,1,1,2,629.7800000174902,565.1450000004843,2
sub10,real,193,common,1,2,2,705.8749999850988,451.9150000414811,3
sub10,real,194,common,1,1,2,672.6800000178628,471.3149999734014,2
sub10,real,195,common,0,2,2,425.9550000424497,637.1650000219233,3
sub10,real,196,common,1,1,2,262.95499998377636,461.39999997103587,2
sub10,real,197,common,1,1,2,440.15999999828637,697.6750000030734,2
sub10,real,198,common,1,1,2,492.65999998897314,490.36499997600913,2
sub10,real,199,common,1,2,2,751.1749999830499,656.7800000193529,3
sub10,real,200,rare,0,1,2,479.1599999880418,921.8299999483861,3
sub100,real,1,rare,1,1,2,1490.1050000007963,507.16499999910593,3
sub100,real,2,common,1,1,2,721.1050000005635,451.9350000008708,2
sub100,real,3,common,0,2,1,309.9599999986822,407.15500000072643,3
sub100,real,4,rare,0,2,1,470.39999999839347,370.0199999985052,2
sub100,real,5,common,0,1,2,386.5850000001956,499.2500000008149,2
