1	0.3247624	0.7247465	2.156507	1.309718	0.01515001	0.8783108	231.8577	sub100
2	0.935019	1.335311	3.283368	2.163789	0.5431134	2.127414	139.5178	sub101
3	0.05960489	1.612585	4.107184	1.654023	0.06899398	-0.5797336	201.313	sub102
4	0.8592997	1.543519	4.092927	0.2898926	0.7810058	1.057948	184.6078	sub103
5	0.8007317	6.483739	3.543963	5.623133	0.5101695	1.737176	112.8242	sub104
6	0.6448464	2.798108	1.839578	4.336787	0.3543391	2.657284	102.0739	sub105
7	0.0009282355	2.003456	1.969497	1.928917	0.4152612	1.120129	236.6139	sub106
8	0.5303657	1.196163	1.164847	2.881741	0.6895572	0.668356	229.9043	sub107
9	0.9166139	0.6108278	0.8326565	1.707029	0.9742003	0.2587541	241.1297	sub108
10	0.2674796	2.851926	1.044472	4.937922	0.9583943	1.026896	205.6678	sub109
11	0.5720379	0.3856481	0.5795368	2.037588	0.01766753	-0.108373	256.9999	sub10
12	0.8887898	0.4992238	0.7887866	1.627372	0.746572	-0.2838673	243.0596	sub110
13	0.9249349	5.492227	1.150638	2.958256	0.9459725	1.052436	156.1847	sub111
14	0.5163173	1.505982	2.445373	0.6220779	0.9860696	-0.3148848	253.6406	sub112
15	0.4047283	1.51338	0.9063514	0.6318316	0.9178468	0.2228211	263.4509	sub113
16	0.5376321	1.98941	2.06279	3.625208	0.4934059	6.979181	86.24096	sub114
17	0.3775214	4.343442	3.000519	7.031782	0.5893605	0.8383107	116.7111	sub115
18	0.6394187	7.020544	2.402939	4.566609	0.6996981	1.365595	129.5331	sub116
19	0.6361045	2.18129	2.007523	3.876203	0.9521822	1.272416	153.7927	sub117
20	0.706494	4.684675	1.529541	4.333737	0.529343	1.480911	146.2952	sub118
21	0.9233196	3.672088	1.324757	3.056108	0.5255874	0.7160216	183.4957	sub119
22	0.9642656	0.814301	1.193488	0.8630046	0.655531	-0.5341783	242.9409	sub11
23	0.879167	1.390204	1.642917	1.111754	0.8488731	0.05001267	241.6737	sub120
24	0.01946264	1.881432	1.987479	1.993604	0.1452215	0.02966848	260.967	sub121
25	0.7320725	2.376958	2.584997	4.75682	0.5853292	1.689889	123.6881	sub122
26	0.6398564	1.598052	1.653146	2.460034	0.810952	1.843587	165.5092	sub123
27	0.3929038	1.746736	3.331966	4.213994	0.5073668	1.480962	153.5683	sub124
28	0.1575189	2.000963	2.784631	3.911386	0.1013165	3.09609	118.6787	sub125
29	0.859344	1.916458	1.304748	2.767092	0.1020565	2.673665	133.1396	sub126
30	0.2892961	3.30999	2.536181	3.719678	0.0259278	1.756442	172.8601	sub127
31	0.0174411	1.728371	2.269897	1.977718	0.7138357	-0.1373662	266.7204	sub128
32	0.3709791	2.210255	2.89423	3.271981	0.7330835	0.917761	183.7979	sub129
33	0.6842618	3.886359	1.76578	3.709881	0.8153845	1.300072	152.8337	sub12
34	0.8771063	6.633179	2.716215	3.103741	0.8304009	0.5272143	148.9375	sub130
35	0.7263658	1.754675	1.697115	3.076081	0.9105706	2.11685	135.4611	sub131
36	0.9148022	3.724228	1.428999	3.102964	0.577943	0.5571519	186.3452	sub132
37	0.9751192	4.01291	1.988405	3.133515	0.8672197	0.9775332	135.2583	sub133
38	0.0956786	2.477432	5.623343	3.719919	0.06679888	0.1359339	184.749	sub134
39	0.9951075	4.71781	1.357516	2.799808	0.9206669	0.346466	180.8334	sub135
40	0.3975083	4.031905	1.254867	4.240426	0.631294	1.517049	170.3796	sub136
41	0.795598	0.638	1.059593	2.285329	0.0352379	0.7195776	214.683	sub137
42	0.8740309	1.623078	4.439535	1.790135	0.9194606	1.293447	166.9872	sub138
43	0.6446225	4.829179	3.803346	3.705435	0.4437439	1.724698	128.8002	sub139
44	0.08255128	1.911393	5.624626	2.851732	0.0597495	0.5602092	204.8102	sub13
45	0.9911085	2.503062	1.965594	2.589394	0.3575612	3.236643	106.1026	sub140
46	0.1632087	1.57814	2.094295	2.761371	0.8748892	0.6979149	226.8594	sub141
47	0.5489306	0.812323	0.4704831	1.764036	0.5431684	1.466291	221.7668	sub142
48	0.3799833	10.63142	2.573272	5.943349	0.7704789	1.91702	106.259	sub143
49	0.3182596	1.595816	3.045906	4.093829	0.9815323	1.599741	158.3265	sub144
50	0.5738809	2.921882	2.99143	3.72028	0.7678205	2.061821	116.0127	sub145
51	0.09182496	2.734674	2.442799	1.584348	0.05473301	0.1284312	244.1216	sub146
52	0.5467123	2.700186	2.198079	1.651596	0.6835117	0.755611	218.1007	sub147
53	0.2188018	2.48844	3.033024	5.46976	0.7853828	1.892604	150.8692	sub148
54	0.4145411	4.422385	2.441351	3.5665	0.7928	0.7710893	184.993	sub149
55	0.6459472	2.706359	2.996918	3.86931	0.9059109	0.9746682	150.4336	sub14
56	0.3127255	3.992752	2.150873	5.449545	0.9650529	0.9179655	173.0511	sub150
57	0.558672	1.652488	1.590579	2.163696	0.1724235	3.627852	134.3931	sub151
58	0.0009814914	1.995517	1.963886	1.950601	0.3939767	0.493934	265.4581	sub15
59	0.546188	2.457963	1.873802	6.10958	0.03536062	3.134004	72.60702	sub16
60	0.01482848	2.313054	2.084478	7.215353	0.6047162	1.42252	197.6428	sub17
61	0.5571165	0.9903377	0.6427408	2.190394	0.3794198	0.5484546	222.8035	sub18
62	0.8153074	2.781516	1.82529	1.87916	0.6186158	1.025673	199.3278	sub19
63	0.4596963	4.076665	2.837247	6.51195	0.7023857	-0.04009434	158.3123	sub1
64	0.001776266	1.968243	1.960458	1.967414	0.3903318	0.1522586	244.1844	sub20
65	0.4013796	3.292918	2.954869	4.381911	0.5752803	0.238161	193.3351	sub21
66	0.6244267	5.783774	0.9291801	2.794816	0.9531324	0.9176204	190.3981	sub22
67	0.5990854	3.5471	2.873566	2.580685	0.06207989	2.042322	141.6227	sub23
68	0.5746408	0.9898513	1.700477	1.731345	0.675646	0.3463211	244.5365	sub24
69	0.2915227	0.9165277	2.003598	1.193592	0.2488129	0.1632481	250.103	sub25
70	0.5772366	0.9136279	2.493862	0.8703258	0.1488345	0.07144615	251.08	sub26
71	0.5324203	3.404394	3.617581	6.0508	0.7190213	2.105548	87.55915	sub27
72	0.1953934	2.984041	2.946225	2.64704	0.8887933	0.1389351	233.9656	sub28
73	0.07338921	1.194625	1.372238	1.738057	0.1192305	0.07284481	245.78	sub29
74	0.6328661	1.131537	2.042483	2.557403	0.8242945	0.4265057	219.3802	sub2
75	0.8517887	1.470558	0.5185663	1.492873	0.7986617	-0.2029781	251.215	sub30
76	0.2955944	2.092688	1.35807	1.450456	0.02280032	-0.3684633	260.6825	sub31
77	0.1423999	3.155489	1.88084	2.02545	0.8405908	0.8212419	222.271	sub32
78	0.1595883	1.168944	1.882512	2.062393	0.8366055	0.757126	249.4613	sub33
79	0.4100997	1.852043	1.182222	4.110924	0.5374404	1.801346	178.6998	sub34
80	0.564519	4.193209	2.212156	4.176441	0.4251773	1.129334	163.2763	sub35
81	0.6350614	2.818799	1.652338	3.215691	0.4969712	0.4123442	209.9664	sub36
82	0.5222788	0.6685335	1.160889	2.023493	0.346559	0.073601	248.7365	sub37
83	0.0008715486	1.960653	1.965652	1.973839	0.3978769	0.3293033	260.3179	sub38
84	0.3138827	1.21263	3.044735	5.086454	0.8357974	0.3853075	201.1573	sub39
85	0.0290439	2.837596	6.946035	3.152168	0.00816805	0.4631383	237.275	sub3
86	0.6748914	2.168781	0.6135372	1.970086	0.2545793	0.1111437	248.9904	sub40
87	0.09589219	1.74554	1.664929	2.328923	0.3482895	-0.1246191	221.2003	sub41
88	0.4880766	2.380369	1.036618	3.025171	0.6669841	1.532191	193.0073	sub42
89	0.5213153	1.907695	1.509027	2.282964	0.4801305	0.7584991	230.1501	sub43
90	0.057539	1.406349	2.730391	2.578742	0.0328022	-0.5692837	246.4637	sub44
