subj,lastwin,lasttransR,stay,s1rt,s2rt,currtransR
597,1,-1,1,0.140891468565314,0.592108638503305,-1
597,1,-1,1,0.047381168157699,1.11708565666595,1
597,-1,1,1,0.21694339163605,0.440852224725859,1
597,-1,1,0,0.451759861928622,0.550504792117863,1
597,1,1,0,0.403958127868464,0.639633270976447,-1
597,-1,-1,1,0.721682219725153,0.61297922619724,-1
597,-1,-1,1,0.328056240401565,0.99913225958062,-1
597,-1,-1,1,0.353104855357742,0.675778655964677,-1
597,1,-1,1,1.19514571098171,1.37504377474033,1
597,1,1,1,0.672310732062215,0.712466929652692,-1
597,-1,-1,0,0.669075436650928,0.433255145092517,-1
597,-1,-1,0,0.213332762859864,0.446277453481343,-1
597,1,-1,1,0.388177510220885,0.604493662115601,-1
597,-1,-1,0,0.877697743279896,0.342234360518887,1
597,1,1,0,0.794662078302281,1.59601836105503,1
597,1,1,1,0.436127325022426,0.24224369498188,-1
597,-1,-1,1,0.267808882029385,0.698713088451768,-1
597,-1,-1,0,1.63732115880339,0.347998757705682,-1
597,1,-1,0,0.417645089090911,0.340847875158943,1
597,1,1,1,0.101551351537637,0.424120567066893,-1
597,1,-1,1,0.357602991152817,0.490215404229275,-1
597,1,-1,1,0.49232958669927,1.31703961968196,-1
597,1,-1,1,0.0998990050438806,0.461621159633978,1
597,1,1,0,0.517631844905736,0.408226567464226,1
597,1,1,0,0.333233690490488,0.392443994955102,1
597,-1,1,0,0.383218515879889,0.449470230659244,-1
597,-1,-1,1,0.0326576417437536,0.431807570318597,1
597,-1,1,1,0.377492727203389,1.0600804357191,-1
597,-1,-1,0,0.293083772178761,0.109613199439082,-1
597,1,-1,1,0.383327988110977,1.7537473205166,1
597,1,1,0,0.451107426978524,0.337862801990923,-1
597,1,-1,1,0.384622106275856,0.531145312189437,-1
597,-1,-1,1,0.348020261179954,0.236303360280544,1
597,1,1,0,0.197244743276315,0.54385777506559,-1
597,-1,-1,1,0.282051512569524,0.417701291352387,1
597,-1,1,1,0.711374236219854,0.372785421250228,-1
597,1,-1,1,0.355084641114445,0.326614530210463,-1
597,-1,-1,0,0.389173023325384,0.403177649503959,-1
597,1,-1,1,0.296191024176551,0.2316742487792,1
597,-1,1,1,0.278777608647943,0.453026612035501,-1
597,-1,-1,1,0.28563086356553,1.28552725591817,1
597,-1,1,0,0.185884066971994,2.24258726185053,-1
597,1,-1,1,0.294793298364311,0.431369192677266,-1
597,-1,-1,1,0.0281712351161332,0.354121383221354,1
597,-1,1,1,0.015090769604285,0.278029385494847,-1
597,1,-1,1,1.18756329280859,0.13370197750919,-1
597,1,-1,1,0.339001019969146,0.902524481480214,-1
597,1,-1,1,0.350376846447034,0.854502336812402,-1
597,1,-1,1,0.313611770435273,1.4452589707571,1
597,-1,1,1,0.344112493489774,1.0830197553596,-1
597,-1,-1,1,0.35976800001572,0.297780326393877,-1
597,1,-1,1,0.665684729768145,1.54391251118159,-1
597,1,-1,1,0.720773697948061,1.48525787603376,-1
597,-1,-1,0,1.06006088710637,0.39205595499152,-1
597,1,-1,0,0.587131561695969,0.41318605052038,1
597,1,1,0,0.624004155078183,0.585819849779,-1
597,1,-1,0,0.851950265417145,1.14513693854133,1
597,1,1,0,0.430434280271584,0.470351570091225,1
597,-1,1,1,0.304620385997623,0.497314482951879,1
597,1,1,1,0.370638494854575,0.259763161734554,1
597,1,1,1,0.346206149915815,0.328781493934912,-1
597,-1,-1,1,1.41477388659223,0.709162310685315,-1
597,-1,-1,0,0.0496356119238044,1.32509755786032,1
597,1,1,1,0.37879515352779,0.299387711077543,1
597,1,1,1,1.53570355996908,0.88101563157943,-1
597,1,-1,1,0.29688353378333,0.32943392888501,1
597,-1,1,0,0.320883854380554,0.772464628515991,-1
597,1,-1,1,0.0011291503733446,0.600310258985701,-1
597,1,-1,0,0.453066686691272,1.1376229405123,-1
597,-1,-1,0,0.298465505270542,1.22258756485462,-1
597,-1,-1,1,0.604993617886066,0.687967216018478,1
597,-1,1,1,0.318926060813283,0.55919854892727,1
597,1,1,1,0.58106611587209,0.436897540364953,-1
597,1,-1,0,0.285917739457545,0.681978009784871,1
597,-1,1,1,0.257755519203783,0.248854547101473,-1
597,1,-1,1,0.245594815923141,0.409360875719358,-1
597,-1,-1,0,0.214413312429315,0.829693192362356,-1
597,-1,-1,1,0.288709281359843,0.216367684990473,-1
598,1,-1,1,0.356726635380369,0.354290366893338,1
598,1,1,1,0.57099852587578,0.433291931774306,-1
598,1,-1,1,0.276629849299866,0.349744783503525,-1
598,1,-1,1,0.252776410520369,0.765043278930534,1
598,1,1,1,0.29768781049745,0.419418152474236,-1
598,1,-1,1,0.281398777664322,0.448228188043231,1
598,1,1,1,0.429955930030587,0.37541968119001,1
598,1,1,1,0.276287745399941,0.517840467031988,-1
598,1,-1,1,0.251408483640716,0.532763527864859,-1
598,-1,-1,0,0.593430278591313,0.360003990741234,-1
598,1,-1,1,0.30361989212156,0.58663462898005,-1
598,-1,-1,0,0.48271226115196,0.340776774127903,-1
598,1,-1,1,0.327200625220826,0.40925717792777,-1
598,-1,-1,1,0.500542716414088,0.510079595703132,-1
598,1,-1,1,0.300843474613998,0.673229434278937,-1
598,1,-1,0,0.345555965609378,0.336838180800555,1
598,1,1,1,0.425623917218218,0.56127397816158,-1
598,-1,-1,0,0.455837067496645,0.386695425730295,-1
598,1,-1,1,0.32265015463247,0.781744302603215,-1
598,-1,-1,0,0.9642753045473,0.680437563449573,-1
598,-1,-1,0,0.320671816651497,0.583171071353604,-1
598,1,-1,1,0.31926723578249,0.473368914926141,-1
598,-1,-1,1,0.281611370802011,0.387588316908932,-1
598,-1,-1,0,0.281698851656529,0.392910476151542,-1
598,-1,-1,1,0.313179741243857,0.321831060152135,-1
598,1,-1,1,0.314892215622763,0.301321442634162,-1
598,1,-1,1,0.299889004733359,0.380978380843317,1
598,1,1,1,0.665173376156417,0.371546087603519,-1
598,-1,-1,0,0.315223567685734,0.339396629251837,-1
598,1,-1,1,0.245044373663063,0.448788260999436,-1
598,1,-1,1,0.330391477167041,0.465007895612871,-1
598,1,-1,1,0.287850368496265,0.418685561408665,-1
598,1,-1,1,0.380951012531227,0.652164631003416,-1
598,1,-1,1,0.2533951298592,0.26021277186419,-1
598,1,-1,1,0.286443832747864,0.409128644605403,-1
598,1,-1,1,0.464838309822539,0.531373608591707,-1
598,1,-1,1,0.327157617873468,0.905983243605874,1
598,1,1,1,0.598631235309313,0.447811310005363,-1
598,1,-1,1,0.315185936256853,0.312624066766489,-1
598,1,-1,1,0.380433946922608,0.348250278180899,-1
598,1,-1,1,0.236557753346574,0.231950591254758,-1
598,-1,-1,0,0.234757798113264,0.554660621056996,1
598,1,1,1,0.305947664800328,0.360105155751626,1
598,1,1,1,0.282877643951451,0.391308941180114,-1
598,1,-1,1,0.257263836247148,0.35904707726138,-1
598,1,-1,1,0.306282926622089,0.68892662736539,1
598,1,1,1,0.269950515014671,0.286181878904699,1
598,1,1,0,0.284687862302007,0.337798026599785,1
598,1,1,1,0.564859227032457,0.471264975941949,-1
598,1,-1,1,0.249241499795062,0.362475447058159,-1
598,1,-1,1,0.318786335443292,0.47344124546521,1
598,1,1,1,0.228852596081424,0.343060562019673,1
598,-1,1,0,0.441933476285385,0.391582135580393,-1
598,1,-1,1,0.415130124449206,0.432838888466904,-1
598,1,-1,0,0.581659949556069,0.41324415452118,-1
598,1,-1,1,0.417634324996243,1.42719710643792,1
598,1,1,1,0.291911141787978,0.625921352123214,1
598,1,1,1,0.421652090940597,0.435858199743279,-1
598,1,-1,1,0.346799268925679,0.301033097918435,-1
598,1,-1,1,0.402244536699982,0.302181100862754,-1
598,1,-1,1,0.238709586876894,0.305857251627003,-1
598,1,-1,1,0.203461644631716,0.306273640944937,1
598,-1,1,0,0.254266028644679,0.495048039062112,-1
598,1,-1,1,0.494146839645737,0.554795507737481,1
598,-1,1,1,0.237035232646804,0.377926325336375,1
598,-1,1,1,0.179327680654524,0.497902651746699,1
598,1,1,1,0.269439314044121,0.529548239925816,-1
598,-1,-1,0,0.559066430567782,0.409426763718329,-1
598,-1,-1,1,0.479762836815098,0.338942608504794,-1
598,1,-1,1,0.296558867627937,0.771736297372172,1
598,1,1,1,0.249560145141459,0.271222164082474,-1
598,-1,-1,0,0.273954108082989,0.377572980879904,-1
598,1,-1,1,0.546653923640179,0.632602641288031,1
598,1,1,1,0.6221108033983,1.11489778702935,-1
598,-1,-1,0,0.239475899612899,0.37145469699044,1
598,-1,1,0,0.410973562065692,0.350994928897762,-1
598,-1,-1,0,0.304490790906584,0.546631931246566,-1
598,1,-1,1,0.330948617804097,0.433256255224705,-1
598,-1,-1,0,0.320017909482885,0.300482310639836,-1
598,-1,-1,1,0.915440950278253,0.582471224518486,-1
598,-1,-1,0,0.296513416681137,0.572116228188861,-1
598,1,-1,1,0.301408434768746,0.38672181660263,1
598,1,1,1,0.48869174860215,0.274775157442718,1
598,-1,1,0,0.681161846277746,0.597776464279605,-1
598,-1,-1,1,0.276404549445942,0.375807724756669,-1
598,1,-1,1,0.310909148788596,0.286410599797819,-1
598,1,-1,1,0.268570858858311,0.322701958937387,-1
598,-1,-1,0,0.341131096024355,0.382308676294087,-1
598,-1,-1,0,0.58016495551351,0.256059630519758,-1
598,-1,-1,1,0.596629927495087,0.396691701685086,1
598,1,1,1,0.42868134864375,0.266205454750661,-1
598,1,-1,1,0.587753797452706,0.393692916642522,-1
598,1,-1,1,0.54940688259444,0.48846107282975,-1
598,-1,-1,0,0.162946768488155,0.37162574894046,1
598,1,1,0,0.263365503661589,0.554300923242408,1
598,1,1,1,0.364461604556936,0.537597944690106,-1
598,1,-1,1,0.326999272639796,0.709271057571868,1
598,1,1,1,0.272553925692819,0.278391195664426,-1
598,1,-1,1,0.300235507111893,0.559486240925025,-1
598,1,-1,0,0.387384032008868,0.327836449754841,1
598,1,1,0,0.436966127659161,0.279437544878419,-1
598,1,-1,1,0.275965190294528,0.334454205338261,-1
598,1,-1,1,0.255224408284221,0.598044771481,-1
598,1,-1,1,0.299216037490396,0.649201033790632,1
598,-1,1,1,0.26693560221679,0.356965130670687,-1
598,1,-1,1,0.688869935861931,0.513384808096134,-1
598,1,-1,1,0.27146994504983,0.661675608140285,1
598,-1,1,1,0.312640683241625,0.325694879341654,-1
598,1,-1,1,0.220062480733759,0.656887619701365,-1
598,1,-1,1,0.392803446502967,0.567249555852868,-1
598,1,-1,1,0.238911916897678,0.354262021141722,-1
598,-1,-1,0,0.739746161693574,0.642054483321999,1
598,-1,1,1,0.316169729328976,0.801950425090126,-1
598,-1,-1,1,0.26031100455566,0.432574491024525,-1
598,1,-1,1,0.288807770696167,0.342163272362313,-1
598,-1,-1,0,0.267832891874377,0.272388249661162,-1
598,-1,-1,1,0.0249953257382458,0.536175769906322,-1
598,-1,-1,0,0.359708315227863,0.414656554907879,-1
598,1,-1,1,0.340733278060725,0.465185789641055,1
598,-1,1,1,0.283596062141442,0.300367950193277,1
598,1,1,1,0.26765890760521,0.510824893485051,-1
598,-1,-1,1,0.391171610900528,0.364516829900822,-1
598,1,-1,1,0.31187779154493,0.434071928666299,-1
598,1,-1,1,0.286981424590749,0.292241027691489,-1
598,-1,-1,1,0.634479325538905,0.339427418602781,-1
598,-1,-1,0,0.211851498416763,0.284614554323298,-1
598,1,-1,1,0.290767048602902,0.342855299679741,-1
598,-1,-1,0,0.629272992902543,0.524560853785488,-1
598,-1,-1,0,0.345381981340324,0.390379884732283,-1
598,1,-1,1,0.429806381754361,0.76776202749511,-1
598,1,-1,1,0.312718878418764,0.588893003439352,1
598,-1,1,0,0.382022775177802,1.29500327232336,1
598,1,1,0,0.499772005199475,0.838876631324183,1
598,-1,1,0,0.352808079567012,0.320609260509855,-1
598,1,-1,1,0.360129591744681,0.253804188379718,1
598,-1,1,0,0.314544735804475,0.328039757215493,1
598,1,1,0,0.576181888679002,0.338121070425359,1
598,-1,1,1,0.576993163641646,0.718373953627861,-1
598,1,-1,1,0.236606136612409,0.376896103877925,1
598,-1,1,1,0.276001355563722,0.499326292690057,-1
598,1,-1,1,0.466799542608669,0.546200391612956,-1
598,1,-1,1,0.328369643118776,0.432604791655422,-1
598,-1,-1,1,0.0667305353649681,0.505971416585453,1
598,1,1,1,0.224695056258042,0.334459581256624,-1
598,1,-1,1,0.320216818464587,0.383795362099136,1
598,-1,1,1,0.332053613400831,0.420192773447752,-1
598,1,-1,1,0.273523057169086,0.414385804107042,1
598,-1,1,0,0.192675597388188,0.333799320729895,-1
598,1,-1,1,0.293347489447569,0.263662645334534,-1
598,-1,-1,1,0.0642400189738055,0.116024775019469,1
598,-1,1,1,0.36256292791245,0.317484385744137,-1
598,-1,-1,0,0.445841768981836,0.387000386921045,1
598,-1,1,1,0.275133389097846,0.505224652644074,-1
598,1,-1,1,0.351146920773317,0.600087620483237,-1
598,1,-1,1,0.383086718306458,0.507606673226974,-1
598,1,-1,1,0.315403416593426,0.392121193582398,-1
598,-1,-1,1,0.349279033479888,0.574460128623059,-1
598,-1,-1,0,0.392288335773628,0.322058314885908,-1
598,-1,-1,1,0.0263578766996488,0.348271781854692,-1
598,1,-1,1,0.107189697444937,0.440288445247006,1
598,1,1,1,0.179570085703517,0.153413798957899,1
598,1,1,1,0.211782588916776,0.128671378758554,-1
598,-1,-1,0,0.297632585153679,0.269707621245743,-1
598,1,-1,1,0.329500540867684,0.520882259422024,-1
598,1,-1,1,0.261983892625949,0.264634220410244,1
598,-1,1,0,0.0394912454162295,0.319366445913602,-1
598,-1,-1,1,0.147129350317073,0.191898532815685,-1
598,-1,-1,0,0.433703433893925,0.548224669260435,1
598,1,1,1,0.301359562782864,0.582998553244352,-1
598,1,-1,1,0.320506140619955,0.66864182098152,-1
598,-1,-1,1,0.3157386784153,0.44783379111891,-1
598,-1,-1,0,0.248483495296796,0.721079506756269,-1
598,-1,-1,1,0.14172801845757,0.314180150791344,-1
598,1,-1,1,0.249102703355675,0.404940315431077,-1
598,1,-1,1,0.263880125670994,0.413044756819545,-1
598,1,-1,1,0.300257499505733,0.28487748560633,-1
598,1,-1,1,0.524893183288214,0.33809419083309,-1
598,1,-1,1,0.405084487789054,0.365896974776888,-1
598,-1,-1,1,0.146690479885365,0.386892379832716,-1
598,1,-1,1,0.130267537811505,0.378094444967473,-1
598,-1,-1,1,0.0599671412639964,0.32384702956233,-1
598,1,-1,1,0.231135895253374,0.256414929855737,-1
598,-1,-1,1,0.267383269605943,0.503159811248224,-1
598,1,-1,0,0.575473244886325,0.678659111890283,-1
598,1,-1,1,0.360677446704358,0.297445405448343,-1
598,1,-1,1,0.29905671481697,0.29277177745621,-1
598,-1,-1,0,0.343246764285141,0.334938526716542,-1
598,1,-1,1,0.35728670833646,0.6376242378185,-1
598,1,-1,1,0.523504730174636,0.426951769069774,-1
598,1,-1,1,0.431331187708111,0.476940479640916,-1
598,1,-1,1,0.377569559840822,0.271272013507769,-1
1059,1,-1,1,1.14230782910363,2.55684237385231,1
1059,-1,1,0,0.539869456724773,0.527892627468646,-1
1059,-1,-1,1,0.348455709980954,0.468259189698074,-1
1059,1,-1,1,0.549662238568089,0.833334272741922,-1
1059,1,-1,0,1.70825614014393,0.374118389258001,1
1059,-1,1,1,0.511647889048618,0.431702175015744,1
1059,-1,1,1,0.942597243486489,0.410747733100834,-1
1059,1,-1,0,1.84711053421415,1.83922323477418,-1
1059,-1,-1,1,0.540091331310578,0.408254820625189,-1
1059,-1,-1,0,0.505763814121565,0.572938055557643,-1
1059,1,-1,1,1.82373795253716,0.325808374748703,1
1059,1,1,0,0.0142612686731809,0.407190409065151,-1
1059,-1,-1,1,0.908766256207855,0.139622853384935,-1
1059,-1,-1,1,1.20326518373258,0.246501894103858,-1
1059,1,-1,1,0.147785296859183,0.115997119647545,-1
1059,1,-1,1,0.117964179579758,0.00299502454527101,-1
1059,-1,-1,1,0.361046359677857,0.275920802609107,1
1059,-1,1,1,0.318552978040316,0.287072199758768,-1
1059,-1,-1,1,0.240443838224564,0.016978499286779,1
1059,-1,1,1,0.330934459625496,0.511671347155243,-1
1059,1,-1,1,1.02736604185975,0.830589185627105,-1
1059,-1,-1,1,0.287686020199544,0.719510166507462,-1
1059,1,-1,1,1.26347529994382,0.265836260572542,-1
1059,-1,-1,1,1.8238078381446,0.851289986770098,1
1059,-1,1,1,0.502804183078297,0.436884461603768,-1
1059,1,-1,1,0.189091111878952,0.681096051765962,1
1059,1,1,1,0.317987539943715,1.20897869868077,-1
1059,-1,-1,1,1.22719049703301,1.21360141169862,-1
1059,1,-1,1,0.943339106089297,0.450246296536534,-1
1059,1,-1,1,1.36469947098067,2.37743282415522,-1
1059,-1,-1,1,0.0960728795553223,0.348425898638197,-1
1059,-1,-1,1,0.0599762302035742,0.297552108623677,-1
1059,-1,-1,1,1.70740334024867,1.0274764904425,-1
1059,-1,-1,1,0.405940776207899,0.458145813739975,-1
1059,1,-1,1,0.943213018769711,0.355842081115043,-1
1059,-1,-1,1,0.0311809163513317,0.0712502937003592,1
1059,1,1,1,1.72050957956708,0.0283991759451965,-1
1059,1,-1,1,0.0769525683053871,0.0799014477161109,-1
1059,1,-1,1,0.0314238054907037,0.175597325100171,1
1059,-1,1,1,0.126476051091231,0.102491603814997,1
1059,-1,1,0,0.129870145806308,0.12797297148245,-1
1059,1,-1,1,0.103666463959598,0.214623305442728,-1
1059,-1,-1,0,0.121862623573179,0.214273877404594,-1
1059,-1,-1,1,1.07882726194566,2.37148375072593,-1
1059,-1,-1,0,2.30586214268169,1.31411157663297,1
1059,1,1,0,0.814039491829135,2.22179366651653,-1
1059,1,-1,1,0.497633136832519,0.105127219769201,-1
1059,1,-1,1,0.0690437656021459,0.274518203353182,1
1059,-1,1,0,0.526597055821185,0.428247480193022,-1
1059,1,-1,0,0.473011411008883,0.628643237990218,-1
1059,-1,-1,1,1.90612868541211,0.497447426826511,-1
1059,1,-1,1,0.670097132305273,1.75681490831994,-1
1059,-1,-1,1,1.6696103766044,0.428670703523494,-1
1059,-1,-1,1,0.47676275313097,1.21520145001341,-1
1059,1,-1,1,0.768851360261579,0.991221987585959,-1
1059,-1,-1,1,1.00613938817332,0.0260543427639277,-1
1059,1,-1,1,0.39207801297016,0.510917266788056,1
1059,1,1,1,0.167635741659069,0.323019303684305,-1
1059,-1,-1,1,0.439868039464272,1.08161682171885,-1
1059,1,-1,1,0.771005107620113,0.844654275029825,-1
1059,-1,-1,1,0.532126326895195,0.682931648561862,-1
1059,1,-1,1,0.718450153342019,1.09022839018235,-1
1059,-1,-1,1,0.645537961430819,0.619161276052182,-1
1059,-1,-1,1,0.703097800372234,1.15475333176892,-1
1059,-1,-1,1,2.34302271488468,0.292753948521749,-1
1059,1,-1,1,0.616249538641569,0.632131165129977,1
1059,-1,1,1,0.706142955759788,1.12524889891938,-1
1059,-1,-1,1,0.657046117276877,2.06638175927856,1
1059,1,1,1,0.827274262019273,0.339945304600406,-1
1059,-1,-1,1,0.690827744791022,2.58771470750889,1
1059,-1,1,1,1.17261472466271,1.41889649268069,-1
1059,-1,-1,1,1.2687279608499,0.744524815606383,-1
1059,-1,-1,1,0.797816745382988,0.503946299615563,1
1059,-1,1,1,0.489827940763462,0.644760911669437,-1
1059,-1,-1,1,0.426155799072149,0.501124973655351,1
1059,1,1,1,0.739242832067248,0.276785331558131,-1
1059,-1,-1,1,0.251299076786381,0.0407879881886402,-1
1059,-1,-1,1,0.196830332024547,0.0418133029052115,1
1059,1,1,0,0.395649509612667,0.431724166990534,1
1059,-1,1,0,0.995257759242122,0.765053590638672,-1
1059,-1,-1,1,0.603962378191682,0.413861307964908,1
1059,1,1,1,0.573373496650674,1.53249334851171,-1
1059,-1,-1,1,1.662743016067,1.11023082396059,-1
1059,-1,-1,1,0.313725006594723,0.912533237066782,1
1059,-1,1,1,0.453759636623545,1.4992556558318,-1
1059,1,-1,1,0.476984627716774,1.30480066338441,-1
1059,-1,-1,1,0.945711795771786,1.11385705618341,-1
1059,-1,-1,1,1.44459778009059,0.528697533731247,1
1059,1,1,1,0.0644288719531687,0.395359215551252,1
1059,1,1,1,0.653905174623105,0.783368995626006,-1
1059,-1,-1,1,0.290804970879435,0.211275638228472,1
1059,1,1,1,0.630749580426709,1.26833748112676,-1
1059,1,-1,1,0.829653304938802,1.05415617635754,-1
1059,1,-1,1,0.00838061471949914,2.21363611014749,1
1059,1,1,1,0.261828345415779,2.90480427984312,1
1059,1,1,1,1.14842892864272,1.70228605216107,-1
1059,-1,-1,1,1.27553081159567,0.901558753133031,-1
1059,1,-1,0,0.668913475371482,1.21205806380658,-1
1059,-1,-1,1,0.410697395915122,0.951113513393466,1
1059,1,1,1,0.913582987311202,0.352891246860963,-1
1059,1,-1,0,1.18361413283401,0.965453746831372,-1
1059,1,-1,1,0.399121798014676,0.876327116553512,-1
1059,1,-1,1,0.413794354621132,0.534609465159519,-1
1059,1,-1,1,0.282210995996138,1.60288623757788,1
1059,-1,1,1,0.693506367271766,0.44345175386934,-1
1059,1,-1,1,0.431596613538204,0.517005622721626,-1
1059,-1,-1,0,0.595795536322839,2.65465290175234,-1
1059,-1,-1,1,0.231737459916985,0.536449949061534,-1
1059,1,-1,0,0.808763861526131,2.66282511943791,1
1059,1,1,1,0.52616699054397,1.30863850727201,-1
1059,1,-1,1,1.44610251984977,2.58476485067695,1
1059,-1,1,1,0.309062708022793,0.837301624922475,-1
1059,1,-1,1,0.330110004940252,0.75573436931154,-1
1059,-1,-1,1,0.3587020152072,1.85566541225398,-1
1059,1,-1,1,1.03072348328351,1.51473116385932,-1
1059,1,-1,1,1.49344244393342,0.983867871346774,-1
